tax_period_end_date,tax_period_start_date,ein,return_type_code,year,investment_income,gross_rent_income,royalties_income,sale_of_assets_income,investment_management_fees,royalties_expenses,revenue_government_grants,cy_endowment_beginning_balance,cy_endowment_contributions,cy_endowment_net_investment_earnings,cy_endowment_grants_scholarships,cy_endowment_other_expenditures,cy_endowment_admin_expenses,cy_endowment_end_balance,reference_link
2022-06-30,2021-07-01,53-0196584,990,2021,9478376,40531805,4048413,69440888,6330125,983141,19154961,2411272032,51436740,-17076919,10962082,88000110,6308375,2340361286,https://projects.propublica.org/nonprofits/download-xml?object_id=202331319349303108
2021-06-30,2020-07-01,53-0196584,990,2020,10271474,29205486,5150173,94176994,4856305,2279184,33214345,1802656169,51388291,661623896,10715029,88824990,4856305,2411272032,https://projects.propublica.org/nonprofits/download-xml?object_id=202241309349305659
2020-06-30,2019-07-01,53-0196584,990,2019,15621722,21189916,3356306,28763439,5319110,1012966,14207407,1778559425,71085725,49225004,13011274,77883601,5319110,1802656169,https://projects.propublica.org/nonprofits/download-xml?object_id=202141339349304269
2019-06-30,2018-07-01,53-0196584,990,2018,22598945,15825475,1937510,33702768,4993055,117774,6190087,1798809978,56629481,16916449,12692870,76110559,4993054,1778559425,https://projects.propublica.org/nonprofits/download-xml?object_id=202011339349302541
2018-06-30,2017-07-01,53-0196584,990,2017,15340267,18555217,2172465,52638538,5525398,418669,7770037,1729147338,29112124,128803363,11945402,70782046,5525399,1798809978,https://projects.propublica.org/nonprofits/download-xml?object_id=201901299349300540
2017-06-30,2016-07-01,53-0196584,990,2016,10854430,24967028,1653195,44377586,4390542,220383,8642090,1570277841,49497574,192958357,11218990,67976901,4390543,1729147338,https://projects.propublica.org/nonprofits/download-xml?object_id=201821319349302287
2016-06-30,2015-07-01,53-0196584,990,2015,8893009,24342904,1868166,13814193,5697031,200958,9531295,1616356940,27381387,17123779,10527263,74359971,5697031,1570277841,https://projects.propublica.org/nonprofits/download-xml?object_id=201741319349303099
2015-06-30,2014-07-01,53-0196584,990,2014,12738731,16057501,1637962,135477309,6400873,225016,10131807,1576508282,59754333,60164398,9885842,63783359,6400872,1616356940,https://projects.propublica.org/nonprofits/download-xml?object_id=201641349349306559
2014-06-30,2013-07-01,53-0196584,990,2013,12608003,15014629,2049853,55076317,8756382,89592,12386395,1375201717,26745275,254771454,8986348,62467435,8756381,1576508282,https://projects.propublica.org/nonprofits/download-xml?object_id=201531339349305548
,,53-0196584,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201411329349301706
2023-06-30,2022-07-01,01-0215213,990,2022,11397000,34000,,133991000,428000,,9900000,2472818000,39479000,13066000,42432000,50468000,10262000,2422201000,https://projects.propublica.org/nonprofits/download-xml?object_id=202411359349306506
2022-06-30,2021-07-01,01-0215213,990,2021,9763000,40000,2000,209788000,436000,,4959000,2718438000,33193000,-189622000,37956000,44283000,6952000,2472818000,https://projects.propublica.org/nonprofits/download-xml?object_id=202311329349305061
2021-06-30,2020-07-01,01-0215213,990,2020,10460000,41000,2000,197161000,521000,,4824000,1780970000,21252000,1004524000,35295000,42401000,10612000,2718438000,https://projects.propublica.org/nonprofits/download-xml?object_id=202221359349300507
2020-06-30,2019-07-01,01-0215213,990,2019,6397000,31000,5000,120447000,305000,0,5062000,1743671000,18977000,99255000,32721000,39635000,8577000,1780970000,https://projects.propublica.org/nonprofits/download-xml?object_id=202101349349306700
2019-06-30,2018-07-01,01-0215213,990,2018,8401000,30000,15000,97408000,459000,0,3677000,1628165000,17810000,173843000,30565000,37087000,8495000,1743671000,https://projects.propublica.org/nonprofits/download-xml?object_id=202001369349304315
2018-06-30,2017-07-01,01-0215213,990,2017,7368000,32000,5000,78209000,1033000,0,3282000,1455909000,16533000,225572000,28788000,34453000,6608000,1628165000,https://projects.propublica.org/nonprofits/download-xml?object_id=201931349349305658
2017-06-30,2016-07-01,01-0215213,990,2016,8032000,35000,6000,65317000,904000,0,2957000,1339981000,16132000,163263000,25996000,31308000,6163000,1455909000,https://projects.propublica.org/nonprofits/download-xml?object_id=201811319349304631
2016-06-30,2015-07-01,01-0215213,990,2015,9474000,39000,8000,67805000,471000,0,3561000,1392760000,21497000,-19070000,22736000,27236000,5234000,1339981000,https://projects.propublica.org/nonprofits/download-xml?object_id=201721339349301267
2015-06-30,2014-07-01,01-0215213,990,2014,11402000,40000,10000,104863000,299000,0,3469000,1216030000,49184000,176205000,20423000,24768000,3468000,1392760000,https://projects.propublica.org/nonprofits/download-xml?object_id=201601349349307810
2014-06-30,2013-07-01,01-0215213,990,2013,11730000,0,4000,69103000,501000,0,3364000,1038640000,24142000,198495000,18135000,23423000,3689000,1216030000,https://projects.propublica.org/nonprofits/download-xml?object_id=201501319349301740
,,01-0215213,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201411329349302916
2023-06-30,2022-07-01,04-1843040,990,2022,34725519,977519,105649,259122654,4874671,0,12515859,2467995704,39500778,86983753,46141073,75578211,2346306,2470414645,https://projects.propublica.org/nonprofits/download-xml?object_id=202441369349306089
2022-06-30,2021-07-01,04-1843040,990,2021,19456285,861525,66152,416274570,21305909,0,10882564,2559082629,41695530,-13195108,42848801,72529960,4208586,2467995704,https://projects.propublica.org/nonprofits/download-xml?object_id=202311359349305991
2021-06-30,2020-07-01,04-1843040,990,2020,10319486,1167558,50301,220156386,13625399,0,1161271,1907178022,33524285,712279624,34886163,58374432,638707,2559082629,https://projects.propublica.org/nonprofits/download-xml?object_id=202221369349302017
2020-06-30,2019-07-01,04-1843040,990,2019,10560561,705082,77972,109474294,6582208,0,3214462,1913252543,49022794,35832489,34080356,55521927,1327521,1907178022,https://projects.propublica.org/nonprofits/download-xml?object_id=202121379349301712
2019-06-30,2018-07-01,04-1843040,990,2018,7105207,541652,80655,112425441,9422322,0,3219809,1875092651,12593335,119836373,34373370,57606484,2289962,1913252543,https://projects.propublica.org/nonprofits/download-xml?object_id=202001979349302485
2018-06-30,2017-07-01,04-1843040,990,2017,6735147,-346021,124601,138378037,4758912,0,3852981,1767465922,30112881,168979224,33155169,53704678,4605529,1875092651,https://projects.propublica.org/nonprofits/download-xml?object_id=201941359349312929
2017-06-30,2016-07-01,04-1843040,990,2016,9590540,503708,23430,101781186,8351265,0,4619774,1627469366,28935553,206348212,33065426,54123637,8098146,1767465922,https://projects.propublica.org/nonprofits/download-xml?object_id=201821289349300807
2016-06-30,2015-07-01,04-1843040,990,2015,6413846,566145,73854,93747574,4966253,0,4112271,1781763198,29864333,-97757609,31066619,50522158,4811779,1627469366,https://projects.propublica.org/nonprofits/download-xml?object_id=201741359349304934
2015-06-30,2014-07-01,04-1843040,990,2014,10605819,311786,80933,118746526,4664826,0,5405443,1755755227,-8046964,115794909,28834455,48585988,4319531,1781763198,https://projects.propublica.org/nonprofits/download-xml?object_id=201723259349300002
2014-06-30,2013-07-01,04-1843040,990,2013,11102330,234089,94583,57652124,4142224,0,4045293,1557426714,24836723,252225131,28421742,46636428,3675171,1755755227,https://projects.propublica.org/nonprofits/download-xml?object_id=201501349349301210
,,04-1843040,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201411339349300916
2023-06-30,2022-07-01,04-2103634,990,2022,28652433,-194014,248657,30092366,1884909,2502788,219006610,2391304115,48398160,75023106,31059172,28108217,5609617,2449948375,https://projects.propublica.org/nonprofits/download-xml?object_id=202401359349304325
2022-06-30,2021-07-01,04-2103634,990,2021,21216508,-53639,371405,152087009,1954152,1749792,188695036,2698529774,55810353,-271696170,29143211,57246300,4950331,2391304115,https://projects.propublica.org/nonprofits/download-xml?object_id=202331319349302683
2021-06-30,2020-07-01,04-2103634,990,2020,17652321,-123513,538242,198403380,2522097,3188205,177877544,1937273772,135758727,724280771,28499308,64642354,5641834,2698529774,https://projects.propublica.org/nonprofits/download-xml?object_id=202231329349304908
2020-06-30,2019-07-01,04-2103634,990,2019,13594673,-377771,444001,38842318,4298731,760379,158806346,1909607240,35369988,50424668,24458128,27259879,6410117,1937273772,https://projects.propublica.org/nonprofits/download-xml?object_id=202121329349302767
2019-06-30,2018-07-01,04-2103634,990,2018,14765330,-495030,3344951,132979897,2357526,1733105,157303624,1893035025,32989320,60497350,23462024,47856371,5596060,1909607240,https://projects.propublica.org/nonprofits/download-xml?object_id=202031959349301603
2018-06-30,2017-07-01,04-2103634,990,2017,11343498,-1245291,3412312,149093871,2263907,1810921,151761141,1774579213,30995244,164783768,23224991,48773468,5324741,1893035025,https://projects.propublica.org/nonprofits/download-xml?object_id=201901299349300440
2017-06-30,2016-07-01,04-2103634,990,2016,6082518,-953166,2993984,33170738,1986541,5908061,155047785,1593241500,51997700,224381646,24501160,65273324,5267149,1774579213,https://projects.propublica.org/nonprofits/download-xml?object_id=201831299349302488
2016-06-30,2015-07-01,04-2103634,990,2015,6109013,-9099,1933688,12900420,2022756,976572,149817738,1622017188,26019248,-18477039,20620349,9664425,6033123,1593241500,https://projects.propublica.org/nonprofits/download-xml?object_id=201721319349305802
2015-06-30,2014-07-01,04-2103634,990,2014,5619020,62516,2257609,53091535,1662854,1089143,140808284,1625056580,18369950,66337135,19555041,62997156,5194280,1622017188,https://projects.propublica.org/nonprofits/download-xml?object_id=201631339349304438
2014-06-30,2013-07-01,04-2103634,990,2013,20113459,282838,2578539,93491200,1361350,1432214,137439458,1472355250,27445392,210364325,17828045,61993513,5286829,1625056580,https://projects.propublica.org/nonprofits/download-xml?object_id=201541349349303494
,,04-2103634,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201441349349304729
2024-06-30,2023-07-01,13-1624158,990,2023,4402135,9210120,27239176,150699085,1130831,12466712,110367775,2365419481,14273279,179167951,,138759765,,2420100946,https://projects.propublica.org/nonprofits/download-xml?object_id=202530449349301203
2023-06-30,2022-07-01,13-1624158,990,2022,4995733,7195985,23482413,180649451,2371640,11167035,101522703,2608216257,28194902,-9815274,,261176404,,2365419481,https://projects.propublica.org/nonprofits/download-xml?object_id=202430539349300713
2022-06-30,2021-07-01,13-1624158,990,2021,2129009,6938752,27611622,234735191,1134640,12116936,94794561,2816696877,26536326,-72618237,,162398709,,2608216257,https://projects.propublica.org/nonprofits/download-xml?object_id=202330559349300113
2021-06-30,2020-07-01,13-1624158,990,2020,1725766,7273573,21975808,228285101,590501,9727733,96974698,2184690526,16318325,767476546,,151788520,,2816696877,https://projects.propublica.org/nonprofits/download-xml?object_id=202220479349300622
2020-06-30,2019-07-01,13-1624158,990,2019,1711415,6170487,56772759,178568287,1439238,31922373,86812921,2112311806,9513481,207297121,,144431882,,2184690526,https://projects.propublica.org/nonprofits/download-xml?object_id=202120569349300747
2019-06-30,2018-07-01,13-1624158,990,2018,5407595,6048154,43137534,163615821,1672146,25222205,85072260,2045998544,14302877,164735013,,112724628,,2112311806,https://projects.propublica.org/nonprofits/download-xml?object_id=202000379349300105
2018-06-30,2017-07-01,13-1624158,990,2017,3879273,5560597,35547095,116800461,1990272,20815958,87231396,1913005463,24492167,208529824,,101736530,,2045998544,https://projects.propublica.org/nonprofits/download-xml?object_id=201940469349301774
2017-06-30,2016-07-01,13-1624158,990,2016,2747125,5837560,47138327,47113727,2299233,28317569,87076735,1766474995,6779012,225832477,,86081021,,1913005463,https://projects.propublica.org/nonprofits/download-xml?object_id=201820439349300532
2016-06-30,2015-07-01,13-1624158,990,2015,4954118,5436102,24212130,77324592,2120244,14258675,81278136,1801930543,12189791,-13109097,,34536242,,1766474995,https://projects.propublica.org/nonprofits/download-xml?object_id=201710419349301101
2015-06-30,2014-07-01,13-1624158,990,2014,4378066,5383294,29820703,162735050,2549538,15516971,82555028,1836421241,4128022,111496070,,150114790,,1801930543,https://projects.propublica.org/nonprofits/download-xml?object_id=201640439349301729
2014-06-30,2013-07-01,13-1624158,990,2013,3451523,7317027,20932807,163054110,2232410,12421999,82429263,1642492685,2774814,287158774,,96005032,,1836421241,https://projects.propublica.org/nonprofits/download-xml?object_id=201540459349300244
,,13-1624158,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201420449349301622
2023-06-30,2022-07-01,34-1018992,990,2022,42544359,-1028395,851976,82931218,,,383490753,1890707449,28295748,112339915,36119908,34289584,4320399,1956613221,https://projects.propublica.org/nonprofits/download-xml?object_id=202431239349301518
2022-06-30,2021-07-01,34-1018992,990,2021,40158977,-1072155,293902,209709243,,,351206456,2004374171,76287145,-117489880,26736996,42220483,3506508,1890707449,https://projects.propublica.org/nonprofits/download-xml?object_id=202321309349303767
2021-06-30,2020-07-01,34-1018992,990,2020,6536465,-1457561,170383,95485631,,,306403757,1570558845,41850987,461720411,36102090,30568257,3085725,2004374171,https://projects.propublica.org/nonprofits/download-xml?object_id=202221169349301522
2020-06-30,2019-07-01,34-1018992,990,2019,-12021104,-1282747,386626,82376567,,,309850750,1568311076,55218732,20199205,35658143,34341400,3170625,1570558845,https://projects.propublica.org/nonprofits/download-xml?object_id=202141189349300049
2019-06-30,2018-07-01,34-1018992,990,2018,14913491,-1136411,222030,44722181,6945127,,313769640,1539302060,22438030,78322013,35070832,33880569,2799626,1568311076,https://projects.propublica.org/nonprofits/download-xml?object_id=202041069349300829
2018-06-30,2017-07-01,34-1018992,990,2017,22807896,-472649,294692,89645276,11245056,,301313367,1461236506,27459643,121201579,32187287,35169074,3239307,1539302060,https://projects.propublica.org/nonprofits/download-xml?object_id=201931299349301553
2017-06-30,2016-07-01,34-1018992,990,2016,8264928,-517556,251198,51405650,9548302,,289810962,1350103878,28984223,147921236,22466142,39756762,3549927,1461236506,https://projects.propublica.org/nonprofits/download-xml?object_id=201801299349303405
2016-06-30,2015-07-01,34-1018992,990,2015,11746250,-577779,173681,33802660,10316801,,277229524,1439174377,30818788,-50526381,33980534,31791777,3590595,1350103878,https://projects.propublica.org/nonprofits/download-xml?object_id=201711329349307266
2015-06-30,2014-07-01,34-1018992,990,2014,86118598,1072998,76555,13910605,9810500,0,267118359,1380515000,76062659,53566932,48973873,18911279,3085062,1439174377,https://projects.propublica.org/nonprofits/download-xml?object_id=201601359349300220
2014-06-30,2013-07-01,34-1018992,990,2013,-38599505,1292822,0,133110236,14715291,0,281870789,1256078855,16174347,174202804,30647318,32661346,2632342,1380515000,https://projects.propublica.org/nonprofits/download-xml?object_id=201521219349300137
