university_name,undergrad_enrollment,grad_enrollment,year,total_enrollment
Antioch University,37,118,2016,155
Antioch University-Los Angeles,440,542,2016,982
Antioch University-New England,null,782,2016,782
Antioch University-Santa Barbara,127,197,2016,324
Antioch University-Seattle,95,473,2016,568
AOMA Graduate School of Integrative Medicine,null,159,2016,159
Appalachian Bible College,269,null,2016,269
Appalachian College of Pharmacy,null,203,2016,203
Appalachian School of Law,null,95,2016,95
Appalachian State University,16595,1700,2016,18295
Aquinas College,1654,110,2016,1764
Aquinas Institute of Theology,null,144,2016,144
Arapahoe Community College,10261,null,2016,10261
Arcadia University,2473,1312,2016,3785
Arizona Christian University,820,null,2016,820
Arizona College of Nursing-Aurora,null,null,2016,null
Arizona College of Nursing-Cincinnati,null,null,2016,null
Arizona College of Nursing-Cleveland,null,null,2016,null
Arizona College of Nursing-Dallas,null,null,2016,null
Arizona College of Nursing-Falls Church,null,null,2016,null
Arizona College of Nursing-Fort Lauderdale,null,null,2016,null
Arizona College of Nursing-Las Vegas,327,null,2016,327
Arizona College of Nursing-Ontario,null,null,2016,null
Arizona College of Nursing-Phoenix,null,null,2016,null
Arizona College of Nursing-Salt Lake City,null,null,2016,null
Arizona College of Nursing-Sarasota,null,null,2016,null
Arizona College of Nursing-Southfield,null,null,2016,null
Arizona College of Nursing-Tampa,null,null,2016,null
Arizona College of Nursing-Tempe,494,null,2016,494
Arizona College of Nursing-Tucson,null,null,2016,null
Arizona School of Acupuncture and Oriental Medicine,null,30,2016,30
Arizona State University Campus Immersion,42477,9392,2016,51869
Arizona State University Digital Immersion,20594,5606,2016,26200
Arkansas Baptist College,878,null,2016,878
Arkansas Colleges of Health Education,null,null,2016,null
Arkansas State University,9839,4246,2016,14085
Arkansas Tech University,11053,841,2016,11894
Arlington Baptist University,181,18,2016,199
Art Academy of Cincinnati,201,6,2016,207
Art Center College of Design,1908,230,2016,2138
Asbury Theological Seminary,null,1574,2016,1574
Asbury University,1640,214,2016,1854
Ascent College,55,null,2016,55
Ashford University,35870,5491,2016,41361
Ashland University,4814,1765,2016,6579
Aspen University,1519,1210,2016,2729
Associated Beth Rivkah Schools,150,null,2016,150
Assumption University,2189,418,2016,2607
ATA Career Education,241,null,2016,241
ATA College-Cincinnati,348,null,2016,348
Atenas College,1005,null,2016,1005
Athenaeum of Ohio,67,121,2016,188
Athens State University,3025,38,2016,3063
ATI College-Whittier,64,null,2016,64
Atlanta Metropolitan State College,2783,null,2016,2783
Atlanta's John Marshall Law School,null,488,2016,488
Atlantic Institute of Oriental Medicine,39,105,2016,144
Atlantic University,1478,78,2016,1556
Atlantis University,149,58,2016,207
Auburn University,22658,5632,2016,28290
Auburn University at Montgomery,4273,605,2016,4878
Augsburg University,2531,1090,2016,3621
Augusta University,5133,2805,2016,7938
Augustana College,2537,null,2016,2537
Augustana University,1665,272,2016,1937
Aultman College of Nursing and Health Sciences,391,null,2016,391
Aurora University,3796,1847,2016,5643
Austin College,1262,16,2016,1278
Austin Community College District,41543,null,2016,41543
Austin Peay State University,9513,831,2016,10344
Austin Presbyterian Theological Seminary,null,157,2016,157
Ave Maria School of Law,null,248,2016,248
Ave Maria University,1056,44,2016,1100
Averett University,859,null,2016,859
Aviator College of Aeronautical Science and Technology,173,null,2016,173
Avila University,1333,425,2016,1758
Azusa Pacific University,5770,4250,2016,10020
Babson College,2283,882,2016,3165
Bacone College,990,null,2016,990
Bais Binyomin Academy,33,null,2016,33
Bais HaMedrash and Mesivta of Baltimore,60,null,2016,60
Bais Medrash Elyon,57,30,2016,87
Bais Medrash Mayan Hatorah,null,null,2016,null
Bais Medrash of Dexter Park,null,null,2016,null
Bais Medrash Toras Chesed,97,null,2016,97
Baker College,20705,505,2016,21210
Baker University,1867,859,2016,2726
Bakersfield College,22710,null,2016,22710
Bakke Graduate University,null,58,2016,58
Baldwin Wallace University,3287,646,2016,3933
Ball State University,17011,4987,2016,21998
Bank Street College of Education,null,616,2016,616
Baptist Health Sciences University,1077,null,2016,1077
Baptist Health System School of Health Professions,643,null,2016,643
Baptist Missionary Association Theological Seminary,83,91,2016,174
Baptist University of Florida,440,16,2016,456
Baptist University of the Americas,231,null,2016,231
Barclay College,250,42,2016,292
Bard College,1970,334,2016,2304
Bard College at Simon's Rock,372,null,2016,372
Barnard College,2510,null,2016,2510
Barnes-Jewish College Goldfarb School of Nursing,547,72,2016,619
Barry University,3541,3863,2016,7404
Barton College,988,63,2016,1051
Bastyr University,244,1014,2016,1258
Bates College,1780,null,2016,1780
Bay Mills Community College,467,null,2016,467
Bay Path University,1893,1332,2016,3225
Baylor College of Medicine,null,1569,2016,1569
Baylor University,14348,2611,2016,16959
Be'er Yaakov Talmudic Seminary,532,null,2016,532
Beacon College,314,null,2016,314
Beal University,301,null,2016,301
Beckfield College-Florence,578,null,2016,578
Beis Medrash Heichal Dovid,108,16,2016,124
Belhaven University,2714,2044,2016,4758
Bellarmine University,2647,1326,2016,3973
Bellevue College,13506,null,2016,13506
Bellevue University,5554,3342,2016,8896
Bellin College,387,43,2016,430
Bellingham Technical College,2426,null,2016,2426
Belmont Abbey College,1523,null,2016,1523
Belmont University,6293,1430,2016,7723
Beloit College,1394,null,2016,1394
Bemidji State University,4808,330,2016,5138
Benedict College,2281,null,2016,2281
Benedictine College,2245,67,2016,2312
Benedictine University,3171,2721,2016,5892
Benjamin Franklin Cummings Institute of Technology,573,null,2016,573
Bennett College,474,null,2016,474
Bennington College,711,94,2016,805
Bentley University,4222,1284,2016,5506
Berea College,1665,null,2016,1665
Bergin University of Canine Studies,42,40,2016,82
Berkeley College-New York,4276,null,2016,4276
Berkeley College-Woodland Park,3619,120,2016,3739
Berkeley School of Theology,null,56,2016,56
Berklee College of Music,5972,433,2016,6405
Berry College,2073,101,2016,2174
Bet Medrash Gadol Ateret Torah,114,null,2016,114
Beth Hamedrash Shaarei Yosher Institute,36,null,2016,36
Beth Medrash Govoha,2676,3847,2016,6523
Beth Medrash Meor Yitzchok,139,null,2016,139
Beth Medrash of Asbury Park,44,null,2016,44
Bethany College,721,null,2016,721
Bethany College,645,35,2016,680
Bethany Global University,252,19,2016,271
Bethany Lutheran College,587,null,2016,587
Bethany Theological Seminary,null,49,2016,49
Bethel College-North Newton,460,null,2016,460
Bethel University,1388,251,2016,1639
Bethel University,2964,1052,2016,4016
Bethel University,4829,1146,2016,5975
Bethesda University,302,101,2016,403
Bethlehem College & Seminary,132,63,2016,195
Bethune-Cookman University,3796,138,2016,3934
Beulah Heights University,351,130,2016,481
Beverly Hills Design Institute,25,null,2016,25
Bexley Hall Seabury Western Theological Seminary Federation  Inc.,null,45,2016,45
Big Bend Community College,2193,null,2016,2193
Binghamton University,13632,3660,2016,17292
Biola University,4091,2004,2016,6095
Birmingham-Southern College,1293,null,2016,1293
Bismarck State College,3976,null,2016,3976
Black Hills State University,3812,432,2016,4244
Blackburn College,596,null,2016,596
Blackfeet Community College,425,null,2016,425
Blessing Rieman College of Nursing and Health Sciences,255,15,2016,270
Bloomfield College,1995,1,2016,1996
Blue Mountain Christian University,546,27,2016,573
Bluefield State University,1362,null,2016,1362
Bluefield University,969,13,2016,982
Bluffton University,865,87,2016,952
Bob Jones University,2566,335,2016,2901
Boise Bible College,138,null,2016,138
Boise State University,20186,3668,2016,23854
Bolivar Technical College,null,null,2016,null
Bon Secours Memorial College of Nursing,522,null,2016,522
Boricua College,899,109,2016,1008
Boston Architectural College,365,372,2016,737
Boston Baptist College,77,null,2016,77
"Boston College, Trustees of",9870,4596,2016,14466
Boston Graduate School of Psychoanalysis Inc,null,146,2016,146
Boston University,17944,14751,2016,32695
Bowdoin College,1806,null,2016,1806
Bowie State University,4711,958,2016,5669
Bowling Green State University-Firelands,2162,null,2016,2162
Bowling Green State University-Main Campus,14852,2792,2016,17644
Bradley University,4473,1125,2016,5598
Brandeis University,3608,2121,2016,5729
Brazosport College,4315,null,2016,4315
Brenau University,1653,1246,2016,2899
Brescia University,977,32,2016,1009
Brevard College,704,null,2016,704
Brewton-Parker College,785,null,2016,785
Briar Cliff University,1117,199,2016,1316
Bridges Christian College,null,null,2016,null
Bridgewater College,1882,null,2016,1882
Bridgewater State University,9562,1436,2016,10998
Brigham Young University,30979,3261,2016,34240
Brigham Young University-Hawaii,2866,null,2016,2866
Brigham Young University-Idaho,44821,null,2016,44821
Brite Divinity School,null,223,2016,223
Brookline College-Albuquerque,375,null,2016,375
Brookline College-Phoenix,1101,117,2016,1218
Brookline College-Tempe,432,null,2016,432
Brooklyn Law School,null,1098,2016,1098
Broward College,43700,null,2016,43700
Brown University,6926,2855,2016,9781
Bryan College of Health Sciences,597,106,2016,703
Bryan College-Dayton,1349,132,2016,1481
Bryan University,1489,null,2016,1489
Bryan University,282,null,2016,282
Bryant & Stratton College-Albany,472,null,2016,472
Bryant & Stratton College-Buffalo,477,null,2016,477
Bryant & Stratton College-Greece,315,null,2016,315
Bryant & Stratton College-Online,3406,null,2016,3406
Bryant & Stratton College-Parma,334,null,2016,334
Bryant & Stratton College-Syracuse North,287,null,2016,287
Bryant & Stratton College-Virginia Beach,472,null,2016,472
Bryant & Stratton College-Wauwatosa,700,null,2016,700
Bryant University,3462,236,2016,3698
Bryn Athyn College of the New Church,295,7,2016,302
Bryn Mawr College,1381,327,2016,1708
Bucknell University,3571,55,2016,3626
Buena Vista University,1921,193,2016,2114
Burrell College of Osteopathic Medicine,null,161,2016,161
Bushnell University,566,200,2016,766
Butler University,4290,805,2016,5095
Byzantine Catholic Seminary of Saints Cyril and Methodius,null,22,2016,22
Cabarrus College of Health Sciences,443,27,2016,470
Cabrini University,1650,786,2016,2436
Cairn University-Langhorne,740,298,2016,1038
Cal Northern School of Law,null,null,2016,null
Caldwell University,1637,577,2016,2214
California Aeronautical University,329,15,2016,344
California Baptist University,6937,2220,2016,9157
California Career College,105,null,2016,105
California College of ASU,367,null,2016,367
California College of the Arts,1528,455,2016,1983
California Health Sciences University,null,173,2016,173
California Institute of Advanced Management,null,11,2016,11
California Institute of Arts & Technology,null,null,2016,null
California Institute of Arts & Technology-National City,null,null,2016,null
California Institute of Integral Studies,70,1389,2016,1459
California Institute of Technology,979,1261,2016,2240
California Institute of the Arts,959,496,2016,1455
California Intercontinental University,61,422,2016,483
California Jazz Conservatory,55,null,2016,55
California Lutheran University,2892,1282,2016,4174
California Miramar University,83,96,2016,179
California Northstate University,null,null,2016,null
California Polytechnic State University-San Luis Obispo,20426,880,2016,21306
California State Polytechnic University-Humboldt,7982,521,2016,8503
California State Polytechnic University-Pomona,23733,1593,2016,25326
California State University Maritime Academy,1107,null,2016,1107
California State University-Bakersfield,8179,1162,2016,9341
California State University-Channel Islands,6355,256,2016,6611
California State University-Chico,16471,1086,2016,17557
California State University-Dominguez Hills,12685,2046,2016,14731
California State University-East Bay,13407,2448,2016,15855
California State University-Fresno,21530,2875,2016,24405
California State University-Fullerton,34576,5659,2016,40235
California State University-Long Beach,32345,5431,2016,37776
California State University-Los Angeles,24074,3753,2016,27827
California State University-Monterey Bay,6758,516,2016,7274
California State University-Northridge,35756,4160,2016,39916
California State University-Sacramento,27951,2559,2016,30510
California State University-San Bernardino,18476,2291,2016,20767
California State University-San Marcos,12567,577,2016,13144
California State University-Stanislaus,8620,1142,2016,9762
California University of Science and Medicine,null,null,2016,null
California Western School of Law,null,750,2016,750
Calumet College of Saint Joseph,784,251,2016,1035
Calvary University,231,40,2016,271
Calvin Theological Seminary,null,270,2016,270
Calvin University,3806,112,2016,3918
Cambridge College,850,1580,2016,2430
Cambridge College of Healthcare & Technology,521,null,2016,521
Cameron University,4444,402,2016,4846
Campbell University,4560,2226,2016,6786
Campbellsville University,2732,943,2016,3675
Canisius University,2595,1139,2016,3734
Capella University,9393,28176,2016,37569
Capital University,2718,649,2016,3367
